Country,League
Australia,National Premier Leagues NSW
Australia,NSW League One
Australia,NSW League Two
Australia,Regional league
Australia,NSW League Three
Australia,Waratah Cup
Australia,National Premier Leagues NSW Women's
Australia,NSW League One Women's
Australia,National Premier Leagues Northern NSW
Australia,Northern NSW State League Division 1
Australia,NorZone Premier League
Australia,National Premier Leagues Queensland
Australia,Football Queensland Premier League
Australia,Football Queensland Premier League 2
Australia,National Premier Leagues Queensland Women's
Australia,Brisbane
Australia,Football Queensland Premier League 3 − Metro
Australia,Football Queensland Premier League 4 − Metro
Australia,Football Queensland Premier League 5 − Metro
Australia,Football Queensland Premier League 6 − Metro
Australia,Canale Cup
Australia,Far North Queensland
Australia,Far North Queensland Premier League
Australia,Gold Coast
Australia,Football Queensland Premier League 3 − South Coast
Australia,Football Queensland Premier League 4 − South Coast
Australia,Sunshine Coast
Australia,Football Queensland Premier League 3 – Sunshine Coast
Australia,National Premier Leagues South Australia
Australia,SA State League One
Australia,SA State League Two
Australia,Federation Cup
Australia,Women's National Premier Leagues South Australia
Australia,Women's State League South Australia
Australia,National Premier Leagues Tasmania
Australia,Milan Lakoseljac Cup
Australia,Northern Championship
Australia,Southern Championship
Australia,National Premier Leagues Victoria
Australia,National Premier Leagues Victoria 2
Australia,National Premier Leagues Victoria 3
Australia,Victorian State League 1
Australia,Dockerty Cup
Australia,National Premier Leagues Victoria Women
Australia,National Premier Leagues Western Australia
Australia,Football West State League Division 1
Australia,Football West State League Division 2
Australia,Football West State Cup
Australia,National Premier Leagues WA Women
Bahrain,Bahraini Premier League
Bahrain,Bahraini Second Division
Bahrain,Bahraini King's Cup
Bahrain,Bahraini FA Cup
Bahrain,Bahraini Crown Prince Cup
Bahrain,Bahraini Super Cup
Bahrain,Bahraini Elite Cup
Bahrain,ar
Bahrain,Bahraini Premier League
Bahrain,Bahraini King's Cup
Bangladesh,Bangladesh Football League
Bangladesh,Bangladesh Championship League
Bangladesh,Dhaka Senior Division Football League
Bangladesh,Dhaka Second Division Football League
Bangladesh,Dhaka Third Division Football League
Bangladesh,Pioneer Football League
Bangladesh,Independence Cup
Bangladesh,Federation Cup
Bangladesh,Super Cup
Bangladesh,Aga Khan Gold Cup
Bangladesh,President Gold Cup
Bangladesh,Bangabandhu Cup
Bangladesh,Bangladesh Women's Football League
Bhutan,Bhutan Premier League
Bhutan,Bhutan Super League
Bhutan,Dzongkhag
Bhutan,Jigme Dorji Wangchuk Memorial Gold Cup
Brunei,Brunei Super League
Brunei,Brunei Premier League
Brunei,Brunei FA Cup
Brunei,Brunei Super Cup
Brunei,Borneo Cup
Cambodia,Cambodian Premier League
Cambodia,Cambodian League 2
Cambodia,Hun Sen Cup
Cambodia,CNCC Charity Cup
Cambodia,CNCC League Cup
Cambodia,FFC Cup
Cambodia,FFC Challenge Cup
China PR,Chinese Super League
China PR,China League One
China PR,China League Two
China PR,Chinese Champions League
China PR,Member Football Association leagues
China PR,CFA Cup
China PR,CFA Super Cup
China PR,Chinese Super League
China PR,CFA Cup
China PR,Chinese Super League Cup
China PR,Guangdong–Hong Kong Cup
China PR,Jingjinji Champions Cup
China PR,Hong Kong–Shanghai Inter Club Championship
China PR,Chinese Women's Super League
China PR,Chinese Women's Football League
China PR,zh
Guam,Guam Soccer League
Guam,Guam FA Cup
Hong Kong,Hong Kong Premier League
Hong Kong,First Division
Hong Kong,Second Division
Hong Kong,Third Division
Hong Kong,Hong Kong Community Cup
Hong Kong,Hong Kong FA Cup
Hong Kong,Hong Kong FA Cup Junior Division
Hong Kong,Senior Shield
Hong Kong,Sapling Cup
Hong Kong,Viceroy Cup
Hong Kong,Hong Kong League Cup
India,Indian Super League
India,I-League
India,National Football League
India,I-League 2
India,I-League 3
India,AIFF Super Cup
India,Federation Cup
India,Durand Cup
India,IFA Shield
India,Rovers Cup
India,Indian Super Cup
India,Elite League
India,Futsal Club Championship
India,Intercontinental Cup
India,Nehru Cup
India,Santosh Trophy
India,Assam
India,Assam State Premier League
India,Arunachal Pradesh
India,Indrajit Namchoom Arunachal League
India,Delhi
India,Delhi Football League
India,Goa
India,Goa Professional League
India,Himachal Pradesh
India,Himachal Football League
India,Jammu and Kashmir
India,J&K Premier Football League
India,Karnataka
India,Bangalore Football League
India,Kerala
India,Kerala Premier League
India,Madhya Pradesh
India,Madhya Pradesh Premier League
India,Maharashtra
India,Mumbai Football League
India,Manipur
India,Manipur State League
India,Meghalaya
India,Shillong Premier League
India,Mizoram
India,Mizoram Premier League
India,Nagaland
India,Nagaland Premier League
India,Odisha
India,FAO League
India,Punjab
India,Punjab State Super Football League
India,Rajasthan
India,R-League A Division
India,Tamil Nadu
India,Chennai Football League
India,Uttarakhand
India,Uttarakhand Super League
India,West Bengal
India,Calcutta Football League
India,Indian Women's League
India,Indian Women's League 2
India,Indian Women's National Championship
India,Delhi
India,FD Women's League
India,Goa
India,Goa Women's League
India,Karnataka
India,Karnataka Women's League
India,Kerala
India,Kerala Women's League
India,Maharashtra
India,WIFA Women's Football League
India,Manipur
India,Manipur Women's League
India,Meghalaya
India,SSA Women's Football League
India,Odisha
India,Odisha Women's League
India,Punjab
India,Punjab Women's League
India,Tamil Nadu
India,Tamil Nadu Women's League
India,West Bengal
India,Calcutta Women's Football League
Indonesia,Super League
Indonesia,Championship
Indonesia,Liga Nusantara
Indonesia,Liga 4
Indonesia,Elite Pro Academy
Indonesia,Piala Indonesia
Indonesia,Piala Presiden
Indonesia,Soeratin Cup
Indonesia,Liga 1 Putri
Indonesia,Pertiwi Cup
Iran,Persian Gulf Pro League
Iran,Azadegan League
Iran,League 2
Iran,League 3
Iran,Provincial Leagues
Iran,Hazfi Cup
Iran,Iranian Super Cup
Iran,Persian Gulf Pro League
Iran,Hazfi Cup
Iran,Takht Jamshid Cup
Iran,Kowsar Women Football League
Iraq,Iraq Stars League
Iraq,Iraqi Premier Division League
Iraq,Iraqi First Division League
Iraq,Iraqi Second Division League
Iraq,Iraqi Third Division League
Iraq,Iraq FA Cup
Iraq,Iraqi Super Cup
Iraq,Baghdad Championship
Iraq,Iraqi National First Division
Iraq,Iraq FA Baghdad Cup
Iraq,Iraq Central FA Premier League
Iraq,Iraq Central FA Perseverance Cup
Iraq,Independent Baghdad Tournament
Iraq,Iraq FA Basra Premier League
Iraq,Iraq FA Kirkuk Premier League
Japan,J1 League
Japan,J.League
Japan,J2 League
Japan,J3 League
Japan,J.League 100 Year Vision League
Japan,ja
Japan,J1 100 Year Vision League
Japan,J2/J3 100 Year Vision League
Japan,Japan Football League
Japan,J3 League
Japan,JFL CUP
Japan,ja
Japan,Japan Regional Football Champions League
Japan,Japanese Regional Leagues
Japan,Prefectural Leagues
Japan,ja
Japan,Emperor's Cup
Japan,J.League Cup
Japan,J1 League
Japan,J2 League
Japan,J3 League
Japan,Japanese Super Cup
Japan,J1 League
Japan,Emperor's Cup
Japan,J.League All-Star Soccer
Japan,All Japan Adults Football Tournament
Japan,5th-tier league
Japan,All Japan Club Teams Football Tournament
Japan,National Sports Festival (Football)
Japan,ja
Japan,All Japan University Football Championship
Japan,Prime Minister's Cup All Japan University Football Tournament
Japan,Prince Takamado Trophy
Japan,All Japan High School Soccer Tournament
Japan,Inter High School Sports Festival
Japan,Japan Club Youth U-18 Championship
Japan,J.Youth Cup
Japan,WE League
Japan,Nadeshiko League
Japan,Empress's Cup
Japan,WE League Cup
Japan,WE League
Japan,Nadeshiko League Cup
Japan,Nadeshiko League
Japan,Japan Soccer League
Japan,Japan Football League (former)
Japan,Japan Soccer League Cup
Japan,Japan Soccer League
Japan,Japanese Super Cup
Japan,Japan Soccer League
Japan,Emperor's Cup
Japan,F.League
Japan,All Japan Futsal Championship
Japan,F.League Ocean Cup
Jordan,Jordanian Pro League
Jordan,Jordan League Division 1
Jordan,FA Cup
Jordan,Super Cup
Jordan,FA Shield
Kuwait,Kuwait Premier League
Kuwait,Kuwaiti Division One
Kuwait,Kuwait Emir Cup
Kuwait,Kuwait Crown Prince Cup
Kuwait,Kuwait Federation Cup
Kuwait,Kuwait Super Cup
Kuwait,Al Kurafi Cup
Kyrgyzstan,Kyrgyz Premier League
Kyrgyzstan,Kyrgyz First League
Kyrgyzstan,Qyrğyz Ekinçi Ligasy
Kyrgyzstan,Kyrgyzstan Cup
Kyrgyzstan,Kyrgyzstan Super Cup
Laos,Lao League 1
Laos,Lao League 2
Laos,Laotian Prime Minister's Cup
Laos,Lao FF Cup
Lebanon,Lebanese Premier League
Lebanon,Lebanese Second Division
Lebanon,Lebanese Third Division
Lebanon,Lebanese Fourth Division
Lebanon,Lebanese Fifth Division
Lebanon,Lebanese FA Cup
Lebanon,Lebanese Federation Cup
Lebanon,Lebanese Super Cup
Lebanon,Lebanese Elite Cup
Lebanon,Lebanese Challenge Cup
Macau,Liga de Elite
Macau,Campeonato da 2ª Divisão do Futebol
Macau,Taça de Macau em futebol
Malaysia,Malaysia Super League
Malaysia,Malaysia A1 Semi-Pro League
Malaysia,Malaysia A2 Amateur League
Malaysia,Malaysia A3 Community League
Malaysia,Malaysia FA Cup
Malaysia,Piala Sumbangsih
Malaysia,Malaysia Cup
Malaysia,MFL Challenge Cup
Malaysia,Malaysia FAM Cup
Malaysia,Airmarine Cup
Malaysia,Merdeka Cup
Maldives,Dhivehi Premier League
Maldives,Second Division
Maldives,Third Division
Maldives,FA Cup
Maldives,President's Cup
Maldives,FA Charity Shield
Mongolia,Mongolian Premier League
Mongolia,Mongolian First League
Mongolia,Mongolia Second League
Mongolia,National Amateur Cup
Mongolia,MFF Cup
Mongolia,MFF Super Cup
Myanmar,Myanmar National League
Myanmar,MNL II
Myanmar,FIFA-MFF U15 Youth League
Myanmar,General Aung San Shield
Myanmar,MFF Charity Cup
Myanmar,Myanmar National League
Myanmar,General Aung San Shield
Myanmar,MNL League Cup
Myanmar,Myanmar Women League
Myanmar,Myanmar Futsal League
Nepal,Martyr's Memorial A-Division League
Nepal,Martyr's Memorial B-Division League
Nepal,Martyr's Memorial C-Division League
Nepal,Aaha Gold Cup
Nepal,Budda Subba Gold Cup
Nepal,Pokhara Cup
Nepal,Simara Gold Cup
Nepal,Ncell Cup
Nepal,Birat Gold Cup
Northern Mariana Islands,M★League
Northern Mariana Islands,M*League Division 2
North Korea,DPR Korea Premier Football League
North Korea,DPR Korea Football League 2
North Korea,de
North Korea,DPR Korea Football League 3
North Korea,ko
North Korea,Technical Innovation Contests
North Korea,Hwaebul Cup
North Korea,Man'gyŏngdae Prize
North Korea,Osandŏk Prize
North Korea,Paektusan Prize
North Korea,Poch'ŏnbo Torch Prize
North Korea,Republican Championship
Oman,Oman Professional League
Oman,Oman First Division League
Oman,Sultan Qaboos Cup
Oman,Super Cup
Oman,Oman Professional League Cup
Oman,Omani Prince Cup
Palestine,Gaza Strip Premier League
Palestine,Gaza Strip First League
Palestine,Gaza Strip Second League
Palestine,West Bank Second League
Palestine,Palestine Cup
Palestine,Gaza Strip Super Cup
Palestine,West Bank Super Cup
Palestine,Yasser Arafat Cup
Pakistan,Pakistan Premier League
Pakistan,PFF League
Pakistan,National Football Championship
Pakistan,Karachi Football League
Pakistan,Super Football League
Pakistan,PFF National Challenge Cup
Pakistan,National Women Football Championship
Pakistan,Quaid-e-Azam International Tournament
Philippines,Philippines Football League
Philippines,Copa Paulino Alcantara
Philippines,PFF Women's League
Philippines,PFF Women's Cup
Philippines,PFF National Men's Club Championship
Philippines,United Football League Cup
Philippines,PFF National Men's Under-19 Championship
Philippines,Philippine Football League
Philippines,Filipino Premier League
Philippines,United Football League
Philippines,Philippine Premier League
Philippines,University Athletic Association of the Philippines
Philippines,Aboitiz Football Cup
Qatar,Qatar Stars League
Qatar,Second Division League
Qatar,Reserve League
Qatar,Amir Cup
Qatar,Qatari Stars Cup
Qatar,Stars League
Qatar,Qatar Cup
Qatar,Stars League
Qatar,Sheikh Jassim Cup
Qatar,Stars League
Qatar,Amir Cup
Saudi Arabia,Saudi Pro League
Saudi Arabia,First Division League
Saudi Arabia,Second Division League
Saudi Arabia,Saudi League 3rd Division
Saudi Arabia,Saudi League 4th Division
Saudi Arabia,King's Cup
Saudi Arabia,Saudi Crown Prince Cup
Saudi Arabia,Saudi Pro League
Saudi Arabia,First Division League
Saudi Arabia,Saudi Super Cup
Saudi Arabia,Saudi Pro League
Saudi Arabia,King's Cup
Saudi Arabia,Saudi Federation Cup
Saudi Arabia,Saudi Women's Premier League
Singapore,Singapore Premier League
Singapore,Singapore Football League Division 1
Singapore,Singapore Football League Division 2
Singapore,Singapore Island Wide League
Singapore,Cosmopolitan Football League
Singapore,Cosmopolitan League Cup
Singapore,Equatorial Football League
Singapore,Singapore Cup
Singapore,Singapore FA Cup
Singapore,Singapore Community Shield
Singapore,FAS Centre of Excellence Developmental Leagues
Singapore,Football Association of Singapore
Singapore,FAS Women's Premier League
Singapore,Football Association of Singapore
Singapore,FAS Women's National League
Singapore,Football Association of Singapore
Singapore,ESPZEN
Singapore,Football Association of Singapore
Singapore,D2D International Futsal League
Singapore,D2D Arena Futsal League
Singapore,D2D Futsal Cup
South Korea,K League 1
South Korea,K League 2
South Korea,K3 League
South Korea,K4 League
South Korea,ko
South Korea,K6 League
South Korea,ko
South Korea,K7 League
South Korea,ko
South Korea,Korea National League
South Korea,Korea Cup
South Korea,K League Super Cup
South Korea,K3-K4 Championship
South Korea,ko
South Korea,K League All-Star Game
South Korea,Korean League Cup
South Korea,Challengers Cup
South Korea,Korea National League Championship
South Korea,Adidas Cup
South Korea,Daehan Fire Insurance Cup
South Korea,Phillip Morriss Cup
South Korea,Prospecs Cup
South Korea,Hauzen Cup
South Korea,WK League
Sri Lanka,S1 League
Sri Lanka,Kit Premier League Division I
Sri Lanka,Kit Premier League Division II
Sri Lanka,Sri Lanka FA Cup
Syria,Syrian Premier League
Syria,Syrian League 1st Division
Syria,Syrian League 2nd Division
Syria,Syrian Cup
Syria,Syrian Super Cup
Taiwan (Chinese Taipei),Taiwan Football Premier League
Taiwan (Chinese Taipei),Taiwan Football Challenge League
Taiwan (Chinese Taipei),Intercity Football League
Taiwan (Chinese Taipei),Taiwan Football Premier League
Taiwan (Chinese Taipei),Enterprise Football League
Taiwan (Chinese Taipei),Intercity Football League
Taiwan (Chinese Taipei),Highschool Football League
Taiwan (Chinese Taipei),National Youth Cup
Taiwan (Chinese Taipei),National High School Games
Taiwan (Chinese Taipei),Chinese Taipei FA Cup
Taiwan (Chinese Taipei),Taiwan Mulan Football League
Tajikistan,Vysshaya Liga
Tajikistan,Tajikistan First League
Tajikistan,Tajikistan Second League
Tajikistan,Tajikistan Cup
Tajikistan,Tajikistan Super Cup
Tajikistan,TFF Cup
Thailand,Thai League 1
Thailand,Thai League 2
Thailand,Thai League 3
Thailand,Thailand Semi-Pro League
Thailand,Thailand Amateur League
Thailand,Thai League 4
Thailand,Thai FA Cup
Thailand,Thai League Cup
Thailand,Thailand Champions Cup
Thailand,Thai League 1
Thailand,Thai FA Cup
Thailand,Thai League All-Star Football
Thailand,Provincial League
Thailand,Kor Royal Cup
Thailand,Khǒr Royal Cup
Thailand,Khor Royal Cup
Thailand,Ngor Royal Cup
Timor-Leste,Liga Futebol Timor-Leste
Timor-Leste,Liga Futebol Amadora Primeira Divisão
Timor-Leste,Liga Futebol Amadora Segunda Divisão
Timor-Leste,Liga Futebol Amadora Terceira Divisão
Timor-Leste,Taça 12 de Novembro
Timor-Leste,LFA Super Taça
Turkmenistan,Ýokary Liga
Turkmenistan,Birinji Liga
Turkmenistan,Turkmenistan Cup
Turkmenistan,Turkmenistan Super Cup
United Arab Emirates,UAE Pro League
United Arab Emirates,UAE First Division League
United Arab Emirates,UAE Second Division League
United Arab Emirates,UAE Third Division League
United Arab Emirates,UAE President's Cup
United Arab Emirates,UAE League Cup
United Arab Emirates,UAE FA cup
United Arab Emirates,UAE Super Cup
Uzbekistan,Uzbekistan Super League
Uzbekistan,Uzbekistan Pro League
Uzbekistan,Uzbekistan Pro-B League
Uzbekistan,Uzbekistan Second League
Uzbekistan,Uzbekistan Cup
Uzbekistan,Uzbekistan League Cup
Uzbekistan,Uzbekistan Super Cup
Uzbekistan,Uzbekistan PFL Cup
Vietnam,V.League 1
Vietnam,V.League 2
Vietnam,Vietnamese League Two
Vietnam,Vietnamese League Three
Vietnam,Vietnamese Women's Football Championship
Vietnam,Vietnamese National Football Cup
Vietnam,Vietnamese Super Cup
Yemen,Yemeni League
Yemen,Yemeni Second Division
Yemen,Yemeni President Cup
Yemen,Yemeni Super Cup
Sub-federation competitions (National teams),CECAFA Cup
Sub-federation competitions (National teams),COSAFA Cup
Sub-federation competitions (National teams),COSAFA Women's Championship
Sub-federation competitions (National teams),WAFU Nations Cup
Sub-federation competitions (National teams),U-17 UNIFFAC Cup
Sub-federation competitions (National teams),UNAF U-23 Tournament
Sub-federation competitions (National teams),CEMAC Cup
Sub-federation competitions (National teams),Amílcar Cabral Cup
Sub-federation competitions (National teams),CAF Champions League
Sub-federation competitions (National teams),CAF Confederation Cup
Sub-federation competitions (National teams),CAF Super Cup
Sub-federation competitions (National teams),CAF Women's Champions League
Sub-federation competitions (CAF (African competitions) - Clubs),UNAF Nessma Cup
Sub-federation competitions (CAF (African competitions) - Clubs),West African Club Championship
Sub-federation competitions (CAF (African competitions) - Clubs),CECAFA Club Cup
Algeria,Algerian Ligue Professionnelle 1
Algeria,Algerian Ligue Professionnelle 2
Algeria,Ligue Nationale
Algeria,Ligue Inter-Régions
Algeria,Ligue Régional I
Algeria,II
Algeria,Algerian Cup
Algeria,Algerian Super Cup
Algeria,Algerian Championnat National
Algeria,Algerian Cup
Algeria,Algerian League Cup
Algeria,Algerian Women's Championship
Algeria,Algerian Women's Cup
Angola,Girabola
Angola,Segundona
Angola,Angolan Provincial Football Stage
Angola,Angolan SuperCup
Angola,Girabola
Angola,Angolan Cup
Angola,Angolan Cup
Angola,Angolan Women's Football League
Angola,Campeonato Provincial de Futebol Feminino de Angola
Benin,Benin Premier League
Benin,Benin Second Division
Benin,Benin Cup
Benin,Benin Super Cup
Botswana,Botswana Premier League
Botswana,Botswana First Division North
Botswana,Botswana First Division South
Botswana,Botswana Division One
Botswana,FA Challenge Cup (Botswana)
Botswana,Botswana Independence Cup
Botswana,Orange Kabelano Charity Cup
Botswana,Mascom Top 8 Cup
Burkina Faso,Burkinabé Premier League
Burkina Faso,Coupe du Faso
Burkina Faso,Burkinabé SuperCup
Burundi,Burundi Premier League
Burundi,Burundian Cup
Burundi,Burundi Super Cup
Cameroon,Championnat du Cameroun de football
Cameroon,Cameroon Deuxième Division
Cameroon,Cameroon Cup
Cameroon,Super Coupe Roger Milla
Cape Verde,Cape Verdean Football Championship
Cape Verde,Santiago South Premier Division
Cape Verde,Cape Verdean Cup
Cape Verde,Cape Verdean Super Cup
Cape Verde,Cape Verde Independence Cup
Central African Republic,Central African Republic League
Central African Republic,Central African Republic League D2
Central African Republic,Coupe Nationale
Central African Republic,Central African Republic Supercoupe
Chad,Chad Premier League
Chad,Chad Division 2
Chad,Chad Cup
Chad,Chad Super Cup
Chad,Coupe de Ligue de N'Djaména
Comoros,Comoros Premier League
Comoros,Comoros Cup
Comoros,Comoros Super Cup
Congo,Congo Premier League
Congo,Coupe du Congo
Congo,Super Coupe du Congo
DR Congo,Linafoot
DR Congo,Linafoot Ligue 2
DR Congo,Coupe du Congo
DR Congo,Super Coupe du Congo
Djibouti,Djibouti Premier League
Djibouti,Djibouti Cup
Djibouti,Djibouti Super Cup
Egypt,Egyptian Premier League
Egypt,Egyptian Second Division A
Egypt,Egyptian Second Division B
Egypt,Egyptian Third Division
Egypt,Egypt Development League
Egypt,Egypt Cup
Egypt,Egyptian Super Cup
Egypt,Egyptian League Cup
Egypt,Egypt's Love Cup
Egypt,EFA League Cup
Egypt,Sultan Hussein Cup
Equatorial Guinea,Equatoguinean Primera División
Equatorial Guinea,Equatorial Guinea Segunda División
Equatorial Guinea,Equatoguinean Cup
Equatorial Guinea,Equatoguinean SuperCup
Eritrea,Eritrean Premier League
Eritrea,Eritrean Cup
Eswatini,Premier League of Eswatini
Eswatini,Swazi Cup
Eswatini,Swazi Charity Cup
Ethiopia,Ethiopian Premier League
Ethiopia,Ethiopian Higher League
Ethiopia,Ethiopian First League
Ethiopia,Ethiopian Cup
Ethiopia,Addis Ababa City Cup
Ethiopia,Ethiopian Super Cup
Gabon,Gabon Championnat National D1
Gabon,Gabon Championnat National D2
Gabon,Coupe du Gabon Interclubs
Gabon,Supercoupe du Gabon
The Gambia,GFA League First Division
The Gambia,GFA League Second Division
The Gambia,GFA League Third Division
The Gambia,Gambian Cup
The Gambia,Gambian Super Cup
Ghana,Ghana Premier League
Ghana,Ghana Football Leagues
Ghana,Ghanaian FA Cup
Ghana,Ghana Super Cup
Guinea,Guinée Championnat National
Guinea,Guinée Coupe Nationale
Guinea,Supercoupe de Guinée
Guinea-Bissau,Campeonato Nacional da Guiné-Bissau
Guinea-Bissau,Taça Nacional da Guiné Bissau
Guinea-Bissau,SuperTaça Nacional da Guiné-Bissau
Ivory Coast,Ligue 1
Ivory Coast,Ligue 2
Ivory Coast,Championnat Division 3
Ivory Coast,Coupe de Côte d'Ivoire de football
Ivory Coast,Coupe Houphouët-Boigny
Kenya,Kenyan Premier League
Kenya,Kenyan National Super League
Kenya,FKF Division One
Kenya,Kenyan Regional Leagues
Kenya,Kenyan County Champions League
Kenya,Kenyan Sub-County Leagues
Kenya,FKF President's Cup
Kenya,Kenyan Super Cup
Kenya,KPL Top 8 Cup
Lesotho,Lesotho Premier League
Lesotho,Lesotho A Division
Lesotho,Lesotho Independence Cup
Lesotho,MGC Supa 8
Liberia,Liberian First Division
Liberia,Liberian Second Division League
Liberia,LFA Sub-Committee League
Liberia,Liberian Cup
Liberia,Liberian National County Meet
Liberia,Liberian Super Cup
Libya,Libyan Premier League
Libya,Libyan Second Division
Libya,Libyan Third Division
Libya,Libyan Fourth Division
Libya,Libyan Cup
Libya,Libyan League Cup
Libya,Libyan Super Cup
Madagascar,Malagasy Pro League
Madagascar,Coupe de Madagascar
Madagascar,Super Coupe de Madagascar
Malawi,Malawi Premier Division
Malawi,SRF League
Malawi,FMB Under 20 Youth League
Malawi,Malawi Carlsberg Cup
Malawi,FISD Challenge Cup
Malawi,Malawi Presidential Cup
Malawi,Malawi Charity Shield
Mali,Malian Première Division
Mali,Malian Division 1
Mali,Malian Cup
Mali,Super Coupe National du Mali
Mauritania,Ligue 1 Mauritania
Mauritania,Ligue 2 Mauritania
Mauritania,Coupe du Président de la République
Mauritania,Mauritanian Super Cup
Mauritius,Mauritian League
Mauritius,Mauritian First Division
Mauritius,Mauritian Cup
Mauritius,Mauritian Republic Cup
Mauritius,Millenium Cup
Mauritius,Ram Ruhee Memorial Cup
Mauritius,MFA Super Cup
Morocco,Botola Pro
Morocco,Botola Pro 2
Morocco,Amateur National Championship
Morocco,Moroccan Throne Cup
Morocco,Moroccan Super Cup
Morocco,Botola
Morocco,Moroccan Throne Cup
Mozambique,Moçambola
Mozambique,Taça de Moçambique
Mozambique,Supertaça de Moçambique
Namibia,Namibia Premier League
Namibia,Namibia First Division
Namibia,Namibia Women's Super League
Namibia,Namibia FA Cup
Namibia,Namibian Newspaper Cup
Namibia,Namibia Super Cup
Niger,Niger Premier League
Niger,Niger Cup
Niger,Niger Super Cup
Nigeria,Nigeria Premier Football League
Nigeria,Nigeria National League
Nigeria,Nigeria Nationwide League One
Nigeria,Nigeria Nationwide League Division Two
Nigeria,Nigeria Nationwide League Division Three
Nigeria,Non-League
Nigeria,Nigerian FA Cup
Nigeria,Nigerian Super Cup
Nigeria,Super 4 (Nigeria)
Réunion,Réunion Premier League
Réunion,Coupe de la Réunion
Réunion,Coupe de France
Rwanda,Rwanda Premier League
Rwanda,Rwandan Second Division
Rwanda,Rwandan Third Division
Rwanda,Rwanda Women's Football League
Rwanda,Rwandan Cup
Rwanda,Rwandan Super Cup
São Tomé and Príncipe,São Tomé and Príncipe Championship
São Tomé and Príncipe,São Tomé Island League
São Tomé and Príncipe,Príncipe Island League
São Tomé and Príncipe,Taça Nacional de São Tomé e Principe
São Tomé and Príncipe,São Tomé Island Cup
São Tomé and Príncipe,Príncipe Island Cup
São Tomé and Príncipe,São Tomé and Príncipe Super Cup
Senegal,Senegal Premier League
Senegal,Senegal Ligue 1
Senegal,Senegal Ligue 2
Senegal,Senegal Nationale 1
Senegal,Senegal Nationale 2
Senegal,Senegal FA Cup
Senegal,Senegalese Super Cup
Senegal,Senegalese League Cup
Seychelles,Seychelles First Division
Seychelles,Seychelles Division Two
Seychelles,Seychelles Division Three
Seychelles,Airtel Cup
Seychelles,Seychelles FA Cup
Sierra Leone,Sierra Leone National Premier League
Sierra Leone,Sierra Leone FA Division One
Sierra Leone,Sierra Leone FA Division Two
Sierra Leone,Sierra Leonean FA Cup
Sierra Leone,Sierra Leonean Charity Shield
Somalia,Somali First Division
Somalia,Somali Second Division
Somalia,Somali Third Division
Somalia,Somalia Fourth League
Somalia,Somalia Cup
Somalia,Somalia Super Cup
South Africa,Premier Soccer League
South Africa,South African Premiership
South Africa,South African Championship
South Africa,SAFA Second Division
South Africa,SAFA Regional League
South Africa,LFA Super League
South Africa,PSL Reserve League
South Africa,Knockout Cup
South Africa,Nedbank Cup
South Africa,MTN 8
South Sudan,South Sudan Football Championship
South Sudan,South Sudan Premier League
South Sudan,South Sudan National Cup
Sudan,Sudan Premier League
Sudan,Khartoum League
Sudan,Sudan Cup
Sudan,Sudan Super Cup
Tanzania,Tanzanian Premier League
Tanzania,Tanzanian First Division League
Tanzania,Tanzanian Second Division League
Tanzania,Tanzania FA Cup
Tanzania,Tanzania Community Shield
Togo,Championnat National de Premiere Division
Togo,Coupe du Togo
Togo,Supercoupe du Togo
Tunisia,Tunisian Ligue Professionnelle 1
Tunisia,Tunisian Ligue Professionnelle 2
Tunisia,Tunisian Ligue 3
Tunisia,Tunisian Ligue Amateur 4
Tunisia,Tunisian Ligue Amateur 5
Tunisia,Tunisian Cup
Tunisia,Tunisian Super Cup
Uganda,Uganda Premier League
Uganda,FUFA Big League
Uganda,FUFA Women Super League
Uganda,FUFA Women Elite League
Uganda,Ugandan Cup
Uganda,Uganda Super 8 Cup
Zambia,Zambia Super League
Zambia,Zambia National Division One
Zambia,Zambian Cup
Zambia,Zambian Independence Cup
Zambia,Northern Rhodesia Castle Cup
Zambia,ABSA Cup
Zambia,Zambian Challenge Cup
Zambia,Zambian Coca-Cola Cup
Zambia,Zambian Charity Shield
Zanzibar,Zanzibar Premier League
Zanzibar,Zanzibar Cup
Zanzibar,Zanzibari Charity Shield
Zimbabwe,Zimbabwe Premier Soccer League
Zimbabwe,Zimbabwe Division 1
Zimbabwe,Zimbabwe Third Division
Zimbabwe,Zimbabwean Independence Trophy
Zimbabwe,Cup of Zimbabwe
Zimbabwe,BancABC Super8 Cup
Zimbabwe,NetOne Charity Shield
Zimbabwe,Bob 91 Super Cup
Zimbabwe,Uhuru Cup
Zimbabwe,Zimbabwe National Army Charity Shield
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",ABCS Tournament
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",CFU
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",North American Nations Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",Copa Centroamericana
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",Caribbean Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",CONCACAF Champions Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - National teams)",CONCACAF Under-13 Champions League
